"Location","Vel_dir","Height","H_m","Width","Source","direction.deg","payload","Distance_m","Nom_WS"
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +16m 3m-s",1.75009979747204,10,16,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +16m 3m-s",13.3172982338718,10,16,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +16m 4.5m-s",18.0237715448902,10,16,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +16m 4.5m-s",358.39279771794,10,16,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +16m 4.5m-s",340.325086405653,10,16,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +16m 4.5m-s",352.686122476174,10,16,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +16m 4.5m-s",2.49911820502986,10,16,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +16m 4.5m-s",358.987134554959,10,16,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +16m 4.5m-s",339.962412570668,10,16,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +16m 4.5m-s",1.54636484636928,10,16,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +16m 4.5m-s",17.7619069028933,10,16,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +20m 1.5m-s",3.44192798994104,10,20,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +20m 1.5m-s",357.315409590292,10,20,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +20m 1.5m-s",347.635860673931,10,20,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +20m 1.5m-s",2.71093093583418,10,20,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +20m 1.5m-s",1.09417106041331,10,20,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +20m 1.5m-s",2.48510317134874,10,20,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +20m 1.5m-s",355.015114295808,10,20,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +20m 1.5m-s",4.42126521507599,10,20,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +20m 1.5m-s",10.5892622936077,10,20,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +20m 3m-s",15.3670679377196,10,20,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +20m 3m-s",1.15319242200213,10,20,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +20m 3m-s",339.28127437468,10,20,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +20m 3m-s",348.433634461616,10,20,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +20m 3m-s",1.89758302582628,10,20,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +20m 3m-s",6.88236093496413,10,20,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +20m 3m-s",342.164141993819,10,20,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +20m 3m-s",2.10457273943025,10,20,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +20m 3m-s",17.7781682373409,10,20,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +20m 4.5m-s",18.8210840955517,10,20,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +20m 4.5m-s",2.33363116350285,10,20,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +20m 4.5m-s",338.568303480269,10,20,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +20m 4.5m-s",353.049041471156,10,20,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +20m 4.5m-s",0.20460538029374,10,20,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +20m 4.5m-s",2.67338022933398,10,20,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +20m 4.5m-s",341.264623369253,10,20,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +20m 4.5m-s",359.106714865596,10,20,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +20m 4.5m-s",16.2466710241809,10,20,4.5
